max_depth,training_acc,test_acc,time
10,0.8847916666666666,0.855,32.96151661872864
20,0.9945625,0.8825,87.23039221763611
30,0.9999166666666667,0.8840833333333333,145.66541862487793
40,1.0,0.8825,205.52405834197998
50,1.0,0.8825833333333334,264.9431095123291
60,1.0,0.8825833333333334,325.6632294654846
70,1.0,0.8825833333333334,385.9876661300659
80,1.0,0.8825833333333334,445.03883171081543
90,1.0,0.8825833333333334,506.5804874897003
100,1.0,0.8825833333333334,566.8228206634521
